Date,Country,product_variation_count,total_items_sold,total_orders,daily_sales_volume,promotional_banner_count
2011-05-09,Bahrain,13,240,1,459.4,5
2011-05-09,France,26,497,2,554.9,5
2011-05-09,Germany,33,380,1,667.11,3
2011-05-09,Switzerland,15,114,1,315.3,5
2011-05-09,United Kingdom,844,12126,66,25903.0,1
2011-05-10,Belgium,22,494,1,480.90000000000003,4
2011-05-10,EIRE,37,349,3,810.45,1
2011-05-10,France,30,460,1,489.1,1
2011-05-10,Germany,24,313,2,797.05,5
2011-05-10,United Kingdom,886,17532,88,44389.8,4
2011-05-10,Unspecified,47,654,1,852.68,4
2011-05-11,Denmark,19,368,1,515.7,4
2011-05-11,France,93,1593,2,3018.73,3
2011-05-11,Germany,17,204,1,375.0,5
2011-05-11,Netherlands,8,279,2,824.4,4
2011-05-11,Sweden,1,2,1,8.5,3
2011-05-11,United Kingdom,784,16467,73,28944.92,2
2011-05-12,Australia,23,184,1,475.16,2
2011-05-12,Belgium,13,83,1,181.82,3
2011-05-12,France,12,106,1,296.53,3
2011-05-12,Germany,140,5825,6,12165.25,5
2011-05-12,Netherlands,106,13262,3,16478.46,5
2011-05-12,Portugal,75,312,2,1160.5500000000002,2
2011-05-12,Sweden,16,2794,1,2557.88,4
2011-05-12,United Kingdom,843,15263,71,28587.44,2
2011-05-13,France,50,505,3,1000.51,4
2011-05-13,Germany,18,324,2,881.1999999999999,4
2011-05-13,Hong Kong,93,1262,1,1966.16,5
2011-05-13,Japan,12,743,1,1351.45,1
2011-05-13,United Kingdom,700,12412,66,25550.63,1
2011-05-15,EIRE,18,139,1,603.78,3
2011-05-15,France,10,141,1,151.4,5
2011-05-15,United Kingdom,562,4618,29,9169.1,4
2011-05-16,EIRE,125,2274,4,4615.36,1
2011-05-16,France,23,283,3,756.62,4
2011-05-16,United Kingdom,743,13462,61,34279.3,1
2011-05-17,Australia,73,8268,1,11924.800000000001,1
2011-05-17,Belgium,18,168,1,297.38,1
2011-05-17,Channel Islands,1,1,1,293.0,5
2011-05-17,EIRE,46,428,1,1216.12,2
2011-05-17,France,45,479,1,793.62,4
2011-05-17,Germany,38,530,1,760.28,5
2011-05-17,United Kingdom,825,16936,76,39866.79,5
2011-05-18,EIRE,60,636,1,1414.36,5
2011-05-18,France,26,334,3,869.53,5
2011-05-18,Netherlands,5,412,1,732.4,5
2011-05-18,Sweden,2,37,1,115.60000000000001,3
2011-05-18,United Kingdom,686,17640,67,31351.55,4
2011-05-19,Bahrain,4,20,1,89.0,5
2011-05-19,Channel Islands,33,223,1,914.24,4
2011-05-19,EIRE,46,397,2,1203.8,3
2011-05-19,France,48,562,2,914.51,3
2011-05-19,Germany,89,1270,6,2081.12,4
2011-05-19,United Kingdom,795,15523,86,30193.49,1
2011-05-19,Unspecified,11,149,1,203.19,2
2011-05-20,Australia,3,316,1,766.3599999999999,1
2011-05-20,EIRE,23,226,1,380.32,1
2011-05-20,France,14,473,1,1118.3999999999999,1
2011-05-20,Netherlands,13,128,1,294.72,5
2011-05-20,United Kingdom,590,14271,67,24158.37,3
2011-05-22,France,41,298,2,910.71,1
2011-05-22,Germany,95,968,2,1703.81,3
2011-05-22,United Kingdom,809,11483,57,21616.57,4
2011-05-23,Australia,17,231,1,472.09,2
2011-05-23,Austria,45,434,1,1083.58,4
2011-05-23,Belgium,27,179,3,514.8199999999999,4
2011-05-23,EIRE,52,401,1,1007.75,5
2011-05-23,France,20,306,1,421.96,2
2011-05-23,Germany,41,451,4,1021.65,4
2011-05-23,Portugal,1,3,3,3041.6800000000003,4
2011-05-23,United Kingdom,759,16218,54,27122.07,2
2011-05-24,France,13,210,1,393.34,2
2011-05-24,Germany,15,121,1,293.25,4
2011-05-24,United Kingdom,908,15606,66,36973.45,2
2011-05-25,France,55,742,3,1280.82,4
2011-05-25,Netherlands,1,960,1,1392.0,4
2011-05-25,Poland,55,500,2,1367.57,5
2011-05-25,United Kingdom,653,10967,59,20367.73,1
2011-05-26,EIRE,27,313,3,494.04,4
2011-05-26,France,25,514,2,630.5,3
2011-05-26,Germany,47,533,5,1027.53,1
2011-05-26,Netherlands,50,4664,1,8980.88,1
2011-05-26,Spain,2,25,1,48.4,1
2011-05-26,United Kingdom,495,10215,52,22315.68,5
2011-05-27,Belgium,34,651,1,726.43,4
2011-05-27,France,21,157,1,403.09000000000003,5
2011-05-27,Germany,38,342,1,716.73,4
2011-05-27,United Kingdom,613,15070,61,26595.78,5
2011-05-29,Germany,30,258,1,582.73,5
2011-05-29,United Kingdom,425,3866,23,6811.57,3
2011-05-31,France,18,203,1,458.84,5
2011-05-31,Germany,4,32,1,74.96,2
2011-05-31,Italy,23,267,1,587.45,3
2011-05-31,Netherlands,28,231,2,483.02000000000004,5
2011-05-31,Spain,47,608,1,1306.49,1
2011-05-31,Switzerland,42,364,1,906.4,2
2011-05-31,United Kingdom,678,10058,47,18896.9,2
2011-06-01,Belgium,5,57,1,84.92,2
2011-06-01,Germany,34,557,1,672.1899999999999,3
2011-06-01,Netherlands,23,2874,2,5422.8,5
2011-06-01,United Kingdom,805,7502,38,14415.78,5
2011-06-02,Germany,160,1073,2,1992.21,1
2011-06-02,Sweden,5,54,1,121.55,1
2011-06-02,United Kingdom,785,13470,49,30712.38,2
2011-06-03,Cyprus,47,356,1,1109.32,1
2011-06-03,Germany,4,23,1,68.1,3
2011-06-03,Netherlands,15,329,1,419.8,5
2011-06-03,Poland,1,4,1,25.0,2
2011-06-03,Spain,13,107,1,264.4,1
2011-06-03,United Kingdom,523,6871,39,15026.63,3
2011-06-05,Belgium,70,524,2,1296.1200000000001,3
2011-06-05,European Community,19,127,1,387.05,1
2011-06-05,France,66,1909,3,3442.5099999999998,5
2011-06-05,Germany,51,529,2,1002.63,1
2011-06-05,United Kingdom,666,10412,59,19511.23,2
2011-06-06,EIRE,45,404,1,958.12,1
2011-06-06,European Community,1,3,1,45.0,3
2011-06-06,France,18,115,1,371.45,1
2011-06-06,Germany,27,295,1,512.8,5
2011-06-06,Netherlands,25,314,1,427.58,4
2011-06-06,Spain,23,173,1,357.99,1
2011-06-06,United Kingdom,673,8158,51,15116.13,5
2011-06-07,Belgium,36,293,1,607.5500000000001,5
2011-06-07,EIRE,13,192,1,254.31,3
2011-06-07,Italy,9,31,1,159.11,5
2011-06-07,Portugal,14,146,1,243.2,5
2011-06-07,United Kingdom,973,18106,74,36693.55,5
2011-06-08,Belgium,5,20,1,99.45,5
2011-06-08,EIRE,65,2582,2,3351.32,2
2011-06-08,France,59,1344,4,1598.08,2
2011-06-08,Malta,44,378,1,833.16,3
2011-06-08,Portugal,9,55,1,151.95000000000002,1
2011-06-08,Switzerland,16,245,1,612.68,5
2011-06-08,United Kingdom,953,16660,89,36617.69,1
2011-06-09,Belgium,5,145,1,130.08,1
2011-06-09,Denmark,48,793,1,1621.25,3
2011-06-09,EIRE,47,507,2,984.27,5
2011-06-09,France,55,787,2,1030.59,5
2011-06-09,Germany,11,117,2,475.14,4
2011-06-09,Iceland,18,196,1,382.52,1
2011-06-09,Italy,1,24,1,42.96,1
2011-06-09,Netherlands,5,85,1,84.0,2
2011-06-09,Spain,48,445,1,912.66,4
2011-06-09,Sweden,11,188,1,319.95,2
2011-06-09,United Kingdom,897,25019,72,40405.68,2
2011-06-10,France,3,164,1,480.0,2
2011-06-10,Germany,9,92,1,627.4,3
2011-06-10,Switzerland,64,3142,1,6207.08,3
2011-06-10,United Kingdom,611,7271,47,54919.96,2
2011-06-12,France,14,716,1,360.18,4
2011-06-12,Germany,13,345,1,583.2,1
2011-06-12,United Kingdom,641,8430,37,11573.68,4
2011-06-13,EIRE,42,427,1,821.32,5
2011-06-13,France,88,904,3,2399.62,3
2011-06-13,Germany,94,1309,3,2557.64,1
2011-06-13,United Kingdom,751,8662,52,16678.63,1
2011-06-14,United Kingdom,876,14624,57,40474.01,5
2011-06-15,Australia,139,15241,2,23426.81,5
2011-06-15,EIRE,31,3026,2,4483.58,2
2011-06-15,France,73,1007,5,1856.11,3
2011-06-15,Portugal,25,220,1,489.31,3
2011-06-15,United Kingdom,810,10971,49,18842.18,4
2011-06-16,EIRE,33,268,1,1012.86,2
2011-06-16,France,28,270,1,510.27,2
2011-06-16,Germany,12,471,2,683.35,2
2011-06-16,Poland,15,77,1,318.65000000000003,2
2011-06-16,Spain,61,424,1,1137.99,3
2011-06-16,United Kingdom,802,18783,77,30921.56,3
2011-06-17,Belgium,48,598,2,992.02,2
2011-06-17,Channel Islands,81,836,1,2060.0299999999997,4
2011-06-17,EIRE,33,356,1,626.13,1
2011-06-17,France,22,514,1,1359.58,1
2011-06-17,United Kingdom,490,9453,47,16038.41,4
2011-06-19,EIRE,14,84,1,303.3,2
2011-06-19,France,7,63,1,125.46000000000001,3
2011-06-19,Netherlands,52,4718,1,5683.0599999999995,1
2011-06-19,Spain,30,340,3,564.97,5
2011-06-19,United Kingdom,684,9876,54,15765.39,5
2011-06-20,Canada,57,1092,1,1171.46,4
2011-06-20,Denmark,29,393,1,1125.4,2
2011-06-20,EIRE,1,2,1,3133.12,1
2011-06-20,France,21,262,2,734.5600000000001,2
2011-06-20,Germany,83,1357,1,1965.74,1
2011-06-20,Netherlands,59,61,1,154.67000000000002,4
2011-06-20,Norway,74,1426,2,3316.6600000000003,4
2011-06-20,United Kingdom,900,11936,64,25727.59,5
2011-06-20,Unspecified,9,78,1,185.78,2
2011-06-21,EIRE,3,49,1,147.39999999999998,5
2011-06-21,France,12,351,1,257.3,2
2011-06-21,Germany,24,272,1,427.76,5
2011-06-21,Netherlands,39,353,1,637.72,3
2011-06-21,Norway,90,582,1,1870.2,3
2011-06-21,United Kingdom,766,12588,50,21443.99,3
2011-06-22,Belgium,20,211,1,459.84,3
2011-06-22,EIRE,43,590,2,1019.1999999999999,1
2011-06-22,France,32,658,2,852.44,3
2011-06-22,Hong Kong,16,537,1,633.96,4
2011-06-22,Japan,6,2256,1,1607.04,4
2011-06-22,Malta,1,24,1,30.0,1
2011-06-22,Norway,1,1,1,700.0,3
2011-06-22,United Kingdom,597,11563,51,16523.51,3
2011-06-23,Belgium,26,294,1,440.94,3
2011-06-23,Denmark,28,358,1,514.5,5
2011-06-23,EIRE,20,188,2,372.3,2
2011-06-23,Finland,13,157,1,329.56,5
2011-06-23,Germany,16,145,1,276.93,2
2011-06-23,Sweden,19,162,1,390.5,3
2011-06-23,United Kingdom,931,13424,65,22918.09,3
2011-06-24,EIRE,71,877,4,2084.71,5
2011-06-24,France,31,413,1,634.74,5
2011-06-24,Germany,9,73,1,185.64000000000001,2
2011-06-24,Switzerland,18,175,1,417.36,4
2011-06-24,United Kingdom,597,8447,44,16199.51,2
2011-06-26,Germany,1,15,1,44.25,5
2011-06-26,Spain,5,49,1,95.19999999999999,5
2011-06-26,Switzerland,27,408,1,667.03,1
2011-06-26,United Kingdom,513,3314,23,6276.01,5
2011-06-27,EIRE,42,393,2,816.32,1
2011-06-27,France,10,119,1,201.24,4
2011-06-27,United Kingdom,696,9398,42,15998.2,2
2011-06-28,France,8,109,1,134.28,2
2011-06-28,Netherlands,99,11010,3,14028.46,1
2011-06-28,United Kingdom,567,10733,51,21444.58,2
2011-06-29,EIRE,78,2566,3,3738.9900000000002,5
2011-06-29,United Kingdom,946,9505,39,18349.329999999998,3
2011-06-30,Australia,30,740,2,1760.96,1
2011-06-30,Belgium,10,103,1,163.9,2
2011-06-30,EIRE,30,394,1,756.36,1
2011-06-30,Germany,59,797,3,1199.12,1
2011-06-30,United Kingdom,892,19925,63,40916.97,3
2011-07-01,EIRE,54,798,3,1794.18,5
2011-07-01,France,25,364,2,451.86,1
2011-07-01,Germany,4,61,1,71.4,2
2011-07-01,Switzerland,13,152,1,360.8,4
2011-07-01,United Kingdom,544,6287,42,10996.82,1
2011-07-03,United Kingdom,421,3117,25,6032.39,1
2011-07-04,EIRE,56,537,3,1170.8,3
2011-07-04,France,16,259,1,474.36,5
2011-07-04,Germany,61,865,3,1418.1,4
2011-07-04,Spain,15,1506,1,4146.34,2
2011-07-04,United Kingdom,1071,12545,44,37443.23,4
2011-07-05,EIRE,7,21,1,205.60000000000002,2
2011-07-05,Finland,20,228,1,632.44,5
2011-07-05,France,32,321,1,662.35,2
2011-07-05,United Kingdom,1126,21525,70,39258.04,3
2011-07-06,Belgium,33,522,1,719.06,3
2011-07-06,France,60,597,1,1056.62,3
2011-07-06,Spain,13,167,2,230.5,3
2011-07-06,Sweden,20,3242,1,2825.1,4
2011-07-06,United Kingdom,970,14648,65,21556.26,5
2011-07-07,Belgium,19,144,1,303.76,2
2011-07-07,Germany,46,589,3,1224.86,2
2011-07-07,Spain,26,227,2,463.37,3
2011-07-07,United Kingdom,1023,18197,70,30453.72,3
2011-07-08,France,63,662,3,1193.25,1
2011-07-08,Germany,60,559,2,1001.69,5
2011-07-08,Switzerland,34,282,1,626.88,4
2011-07-08,United Kingdom,799,10754,58,23633.35,2
2011-07-08,Unspecified,70,463,1,626.93,1
2011-07-10,United Kingdom,601,4255,24,5993.87,1
2011-07-11,Canada,77,1026,1,1217.64,2
2011-07-11,France,31,290,2,611.08,4
2011-07-11,Greece,24,244,1,421.24,1
2011-07-11,Spain,60,166,1,312.9,1
2011-07-11,United Kingdom,847,13424,47,20042.16,5
2011-07-12,Austria,12,100,1,484.86,4
2011-07-12,France,67,616,4,1223.85,1
2011-07-12,Germany,35,569,3,558.96,4
2011-07-12,United Kingdom,927,12673,45,23994.88,2
2011-07-13,Australia,23,4332,2,2796.36,3
2011-07-13,Belgium,2,13,1,45.599999999999994,1
2011-07-13,France,10,667,1,915.46,5
2011-07-13,Germany,12,94,1,281.71,2
2011-07-13,Poland,16,148,1,239.2,4
2011-07-13,Portugal,56,979,2,1452.2,2
2011-07-13,United Kingdom,905,10067,51,16911.41,1
2011-07-14,Australia,35,429,1,902.09,4
2011-07-14,EIRE,74,866,2,1802.07,3
2011-07-14,Finland,54,857,1,1710.39,2
2011-07-14,Germany,28,1081,2,1563.28,1
2011-07-14,Israel,27,633,1,1430.75,5
2011-07-14,United Kingdom,863,13444,63,25941.5,4
2011-07-14,Unspecified,15,271,1,252.05,2
2011-07-15,Canada,1,1,1,550.94,2
2011-07-15,Germany,40,416,2,1337.1100000000001,3
2011-07-15,Poland,16,140,1,448.1,3
2011-07-15,United Kingdom,813,6773,38,12500.28,5
2011-07-17,France,6,47,1,150.1,5
2011-07-17,Germany,9,107,1,345.23,1
2011-07-17,Switzerland,48,213,1,235.96,1
2011-07-17,United Kingdom,732,10677,48,16463.27,5
2011-07-18,EIRE,83,1353,2,1077.53,5
2011-07-18,France,42,921,2,1866.08,4
2011-07-18,Singapore,75,2160,1,3949.32,3
2011-07-18,United Kingdom,1090,10675,60,31938.68,1
2011-07-19,Australia,77,271,2,641.6700000000001,3
2011-07-19,EIRE,143,7241,4,13584.64,3
2011-07-19,Finland,9,188,1,653.9,5
2011-07-19,France,5,33,1,99.6,4
2011-07-19,Germany,142,1422,5,2447.9,2
2011-07-19,United Kingdom,706,20022,54,32755.12,4
2011-07-20,Germany,53,463,2,947.97,4
2011-07-20,Netherlands,10,10,1,26.02,3
2011-07-20,Portugal,28,457,1,835.65,4
2011-07-20,Spain,4,59,1,301.52,1
2011-07-20,United Kingdom,1025,16748,53,31197.08,3
2011-07-21,EIRE,39,645,3,1338.29,1
2011-07-21,European Community,29,335,1,676.8,2
2011-07-21,Germany,65,826,2,1905.63,3
2011-07-21,United Kingdom,797,18173,70,28897.82,2
2011-07-22,Germany,40,426,1,768.02,3
2011-07-22,Norway,49,586,1,890.0699999999999,5
2011-07-22,United Kingdom,849,9266,41,18466.77,4
2011-07-24,Australia,20,214,1,505.46,5
2011-07-24,France,24,236,1,412.93,2
2011-07-24,Germany,43,472,1,612.1,4
2011-07-24,Japan,2,120,1,174.0,3
2011-07-24,United Kingdom,624,16628,54,25394.97,4
2011-07-25,Denmark,17,241,1,376.24,1
2011-07-25,Germany,62,742,2,1131.18,4
2011-07-25,Spain,47,649,1,1358.3899999999999,1
2011-07-25,Switzerland,12,411,1,856.0,4
2011-07-25,United Kingdom,980,14057,54,23165.34,1
2011-07-26,Australia,1,72,1,118.8,2
2011-07-26,EIRE,7,252,1,396.77,5
2011-07-26,Italy,6,22,1,147.1,3
2011-07-26,Switzerland,22,142,1,593.74,4
2011-07-26,United Kingdom,741,13227,49,20387.851,5
2011-07-27,Belgium,70,704,1,1214.81,3
2011-07-27,EIRE,24,657,2,764.51,3
2011-07-27,France,13,148,1,204.75,1
2011-07-27,Germany,9,227,1,440.7,2
2011-07-27,Japan,37,2208,1,3680.4,2
2011-07-27,United Kingdom,687,10030,42,19297.76,5
2011-07-28,Austria,43,473,1,707.09,2
2011-07-28,Belgium,4,296,1,192.34,4
2011-07-28,EIRE,61,2799,3,5406.15,2
2011-07-28,Germany,17,177,1,385.14,5
2011-07-28,Spain,7,664,1,811.9,2
2011-07-28,United Kingdom,742,25544,71,48220.69,4
2011-07-28,Unspecified,114,319,2,546.43,1
2011-07-29,EIRE,24,286,1,728.94,5
2011-07-29,France,45,503,1,677.9,1
2011-07-29,United Kingdom,650,10824,62,17383.56,1
2011-07-31,EIRE,98,6656,2,14520.369999999999,1
2011-07-31,Sweden,30,2764,2,3976.99,3
2011-07-31,Switzerland,45,628,1,1325.23,3
2011-07-31,United Kingdom,721,10830,37,13668.02,1
2011-08-01,Channel Islands,13,172,1,759.56,5
2011-08-01,Germany,63,651,1,1089.18,4
2011-08-01,United Kingdom,726,10898,38,19540.18,4
2011-08-02,Belgium,39,267,1,777.95,2
2011-08-02,France,5,52,1,85.8,5
2011-08-02,Germany,67,726,3,1135.27,3
2011-08-02,Iceland,22,277,1,584.9100000000001,1
2011-08-02,Switzerland,219,2529,1,4008.62,2
2011-08-02,United Kingdom,687,11870,37,19988.05,4
2011-08-03,France,8,699,1,1202.22,3
2011-08-03,Germany,13,187,1,221.04,3
2011-08-03,Poland,15,137,1,275.88,1
2011-08-03,United Kingdom,844,15498,61,26414.0,4
2011-08-04,Belgium,21,190,1,355.56,5
2011-08-04,EIRE,31,2270,1,4345.1,3
2011-08-04,Finland,17,145,1,360.81,1
2011-08-04,France,34,281,1,511.03,5
2011-08-04,Germany,50,590,2,1287.98,4
2011-08-04,Italy,1,1,1,12.75,3
2011-08-04,Spain,35,185,2,867.43,5
2011-08-04,Sweden,2,960,1,612.0,5
2011-08-04,United Kingdom,832,36526,72,57149.55,5
2011-08-05,EIRE,143,744,1,1572.73,3
2011-08-05,France,34,486,2,830.3000000000001,3
2011-08-05,Germany,53,555,2,1079.55,2
2011-08-05,Italy,54,457,1,946.75,4
2011-08-05,United Kingdom,724,10576,49,17109.25,1
2011-08-07,Germany,6,60,1,107.4,5
2011-08-07,United Kingdom,398,5126,29,7471.51,2
2011-08-08,Austria,58,550,1,981.38,1
2011-08-08,EIRE,58,603,1,829.96,2
2011-08-08,Germany,19,273,1,416.65,3
2011-08-08,Sweden,6,85,2,249.10000000000002,5
2011-08-08,United Kingdom,772,11837,35,20900.56,1
2011-08-09,Germany,5,35,1,102.98,1
2011-08-09,Netherlands,106,8182,2,12498.71,1
2011-08-09,United Kingdom,609,8044,39,15077.75,1
2011-08-10,Denmark,16,338,1,213.15,1
2011-08-10,EIRE,21,391,1,1253.05,2
2011-08-10,France,14,197,1,248.35,5
2011-08-10,Italy,22,521,1,721.95,3
2011-08-10,Norway,15,68,1,757.0699999999999,3
2011-08-10,Switzerland,14,62,1,292.69,3
2011-08-10,United Kingdom,796,12846,43,25306.08,3
2011-08-11,Belgium,30,340,1,469.25,2
2011-08-11,EIRE,34,1187,2,1672.4,4
2011-08-11,Finland,24,385,1,605.14,5
2011-08-11,Netherlands,119,14730,1,19150.66,1
2011-08-11,United Kingdom,990,22612,64,50536.34,4
2011-08-12,Australia,10,374,1,608.76,3
2011-08-12,Belgium,12,175,1,209.62,4
2011-08-12,EIRE,68,1045,2,2165.63,5
2011-08-12,France,25,180,1,412.88,1
2011-08-12,Netherlands,7,992,1,825.6,1
2011-08-12,Norway,62,568,1,1268.74,5
2011-08-12,United Kingdom,647,8644,44,26740.12,5
2011-08-14,France,2,3,1,46.65,3
2011-08-14,United Kingdom,379,3177,24,5671.92,1
2011-08-15,EIRE,31,580,1,467.42,4
2011-08-15,France,37,607,1,1161.07,2
2011-08-15,Germany,11,462,1,378.12,2
2011-08-15,Malta,45,303,1,905.5,5
2011-08-15,Portugal,41,1026,1,1221.4,3
2011-08-15,United Kingdom,539,7203,43,13110.46,2
2011-08-16,Germany,5,22,1,115.30000000000001,1
2011-08-16,Spain,46,82,2,200.24,5
2011-08-16,Sweden,10,72,1,185.9,4
2011-08-16,United Kingdom,640,11021,49,18738.22,5
2011-08-17,EIRE,69,843,3,2198.04,4
2011-08-17,France,29,400,1,580.08,5
2011-08-17,Germany,38,372,2,748.06,5
2011-08-17,Spain,11,158,1,231.76,5
2011-08-17,United Kingdom,877,23930,47,49742.020000000004,4
2011-08-18,Australia,97,12196,1,21880.44,4
2011-08-18,EIRE,7,38,1,131.85,5
2011-08-18,France,43,463,2,764.79,2
2011-08-18,Israel,171,3028,1,4873.8099999999995,3
2011-08-18,United Kingdom,700,18364,64,26456.04,3
2011-08-19,Austria,30,240,1,534.7,3
2011-08-19,Belgium,40,590,2,789.87,4
2011-08-19,EIRE,49,644,1,989.49,4
2011-08-19,France,35,462,1,612.29,2
2011-08-19,Germany,31,325,3,882.63,3
2011-08-19,Switzerland,34,407,1,668.58,3
2011-08-19,United Kingdom,431,8004,47,12872.03,5
2011-08-21,Channel Islands,4,800,1,1432.0,4
2011-08-21,EIRE,16,148,1,458.9,3
2011-08-21,France,28,270,2,528.77,2
2011-08-21,Germany,18,187,1,324.83,2
2011-08-21,Spain,2,3,1,13.25,3
2011-08-21,United Kingdom,630,6761,33,11819.11,4
2011-08-22,Germany,75,1063,3,2269.37,2
2011-08-22,Malta,10,79,1,213.5,5
2011-08-22,United Kingdom,693,14229,59,26637.56,2
2011-08-22,Unspecified,23,185,2,531.03,1
2011-08-23,Channel Islands,114,1037,3,2705.22,1
2011-08-23,EIRE,39,735,2,817.02,4
2011-08-23,France,42,460,2,947.36,3
2011-08-23,Germany,31,365,2,487.17,4
2011-08-23,Hong Kong,49,736,2,2813.9500000000003,4
2011-08-23,Netherlands,2,288,1,424.8,4
2011-08-23,United Kingdom,700,11560,52,17798.16,4
2011-08-24,France,23,246,2,428.91,5
2011-08-24,Germany,72,1333,7,1709.43,5
2011-08-24,Spain,18,317,1,509.34000000000003,2
2011-08-24,United Kingdom,917,27605,66,46387.68,1
2011-08-25,Belgium,38,358,2,752.79,4
2011-08-25,Canada,5,52,1,51.559999999999995,2
2011-08-25,France,111,1314,4,2169.21,1
2011-08-25,Germany,14,399,2,620.15,3
2011-08-25,Italy,18,168,1,309.5,5
2011-08-25,Sweden,20,197,1,353.86,1
2011-08-25,United Kingdom,668,10852,63,19570.39,3
2011-08-26,EIRE,69,849,2,1452.16,1
2011-08-26,Finland,20,163,1,410.55,5
2011-08-26,France,48,694,1,1130.95,5
2011-08-26,Germany,28,260,2,405.13,2
2011-08-26,Netherlands,42,5108,2,7428.04,4
2011-08-26,United Kingdom,492,10076,39,14799.61,1
2011-08-28,Spain,117,800,1,1246.49,1
2011-08-28,United Kingdom,662,5974,36,9558.54,3
2011-08-30,Germany,21,133,1,403.83,5
2011-08-30,Poland,2,49,1,125.92,1
2011-08-30,United Kingdom,1300,10062,39,31336.56,5
2011-08-31,Belgium,12,149,1,198.98,1
2011-08-31,France,28,1144,4,2150.3,2
2011-08-31,Germany,137,1643,2,5436.7,4
2011-08-31,Spain,16,55,2,278.4,1
2011-08-31,United Kingdom,687,9463,38,17315.79,5
2011-09-01,Australia,9,2836,2,2941.7200000000003,2
2011-09-01,EIRE,21,2184,2,3880.56,1
2011-09-01,Norway,16,211,1,509.01,3
2011-09-01,United Arab Emirates,37,485,1,975.54,4
2011-09-01,United Kingdom,744,22141,70,29063.32,1
2011-09-02,Belgium,17,310,1,642.28,2
2011-09-02,EIRE,25,163,1,749.13,3
2011-09-02,Finland,11,87,1,230.3,2
2011-09-02,France,36,427,3,942.76,2
2011-09-02,Germany,26,314,1,465.68,3
2011-09-02,Portugal,20,227,1,317.0,2
2011-09-02,Sweden,14,163,1,309.45,3
2011-09-02,United Kingdom,1064,16535,64,38378.57,1
2011-09-02,Unspecified,60,258,1,286.85,3
2011-09-04,EIRE,6,1272,1,629.04,3
2011-09-04,France,50,509,1,891.8199999999999,4
2011-09-04,Germany,119,1608,5,2390.71,3
2011-09-04,United Kingdom,734,7574,43,13208.02,3
2011-09-05,Australia,8,82,1,147.7,1
2011-09-05,EIRE,55,5491,3,8488.86,4
2011-09-05,France,27,334,2,995.0,5
2011-09-05,Poland,30,253,2,529.25,1
2011-09-05,Spain,39,234,1,1092.35,1
2011-09-05,United Kingdom,808,16499,59,25903.98,5
2011-09-06,EIRE,63,1285,2,4234.1900000000005,3
2011-09-06,Germany,52,676,4,1002.44,2
2011-09-06,Switzerland,1,5,1,200.0,4
2011-09-06,United Kingdom,655,13124,57,22913.28,2
2011-09-07,EIRE,175,1877,4,3415.29,5
2011-09-07,France,114,1637,3,2889.7599999999998,1
2011-09-07,United Kingdom,994,12876,45,28108.48,1
2011-09-08,EIRE,96,950,2,2091.06,4
2011-09-08,France,84,860,2,1461.49,1
2011-09-08,Germany,35,666,3,1253.38,1
2011-09-08,Netherlands,52,1013,2,1946.68,4
2011-09-08,Spain,23,243,1,459.99,4
2011-09-08,United Kingdom,839,13734,66,19983.2,5
2011-09-09,Belgium,45,372,1,1087.7,1
2011-09-09,France,95,1116,3,2074.8,1
2011-09-09,Israel,26,233,1,423.73,5
2011-09-09,Netherlands,8,145,1,186.56,3
2011-09-09,Norway,81,1849,1,2608.11,3
2011-09-09,United Kingdom,809,13690,55,23694.72,3
2011-09-11,France,7,43,1,112.38,5
2011-09-11,Germany,88,1052,3,1653.89,1
2011-09-11,United Kingdom,985,20051,71,33745.4,5
2011-09-12,United Kingdom,901,16939,68,29738.33,5
2011-09-13,Finland,4,73,1,319.6,3
2011-09-13,France,2,73,1,94.32000000000001,2
2011-09-13,Germany,7,213,1,199.8,1
2011-09-13,Netherlands,57,4951,1,8281.12,3
2011-09-13,Sweden,17,4072,1,4114.08,2
2011-09-13,United Kingdom,1081,27166,62,42108.13,2
2011-09-14,EIRE,50,734,1,781.11,4
2011-09-14,France,21,438,1,357.32,1
2011-09-14,Germany,19,265,1,351.65,2
2011-09-14,Japan,4,144,1,112.07999999999998,3
2011-09-14,Switzerland,34,376,1,743.28,4
2011-09-14,United Kingdom,780,12234,63,21247.54,1
2011-09-15,EIRE,24,311,2,693.53,5
2011-09-15,France,48,1231,3,2686.16,3
2011-09-15,Norway,20,178,1,562.54,2
2011-09-15,Switzerland,1,4,1,160.0,2
2011-09-15,United Kingdom,989,27585,76,74116.72,3
2011-09-16,Australia,34,317,1,519.89,2
2011-09-16,Germany,35,483,3,1257.0,4
2011-09-16,United Kingdom,775,14252,46,25947.33,1
2011-09-18,United Kingdom,829,8994,27,15745.73,4
2011-09-19,Belgium,20,196,1,392.40000000000003,2
2011-09-19,Channel Islands,48,583,1,1062.1,5
2011-09-19,Cyprus,1,33,1,196.35,1
2011-09-19,EIRE,24,166,1,648.48,1
2011-09-19,France,96,847,4,2035.05,3
2011-09-19,Germany,39,1659,4,2172.4900000000002,3
2011-09-19,Hong Kong,1,1,1,2653.95,5
2011-09-19,Netherlands,103,10649,2,15618.28,1
2011-09-19,Norway,53,2262,1,4366.78,5
2011-09-19,Spain,36,565,1,971.65,3
2011-09-19,United Kingdom,607,12306,54,19152.35,3
2011-09-20,EIRE,101,957,2,1798.39,1
